"","idnum","f1g9a","f1g9b","f1g9c","f1g9d","f1g9e","f1g9f","f1g9g","f1g9h","f1g9i","f1g9j","f1g9k","f1g9l","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2c3a","m3b4a","m3b4b","m3b4c","m3b4d","m3b4e","m3b4f","m3b4g","m3b4h","m3b4i","m3b4j","m3b4k","m3b4l","m3b4m","m3c3a","m3c3b","m3c3c","m3c3d","m3c3e","m3c3f","m3c3g","m3c3h","m3c3i","m3c3j","m3c3k","m3c3l","m3c3m","f3c3a","f3c3b","f3c3c","f3c3d","f3c3e","f3c3f","f3c3g","f3c3h","f3c3i","f3c3j","f3c3k","f3c3l","f3c3m","f3b4a","f3b4b","f3b4c","f3b4d","f3b4e","f3b4f","f3b4g","f3b4h","f3b4i","f3b4j","f3b4k","f3b4l","f3b4m","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","f4b4a1","f4b4a2","f4b4a3","f4b4a4","f4b4a5","f4b4a6","f4b4a7","f4b4a8","f4c3a","f4c3b","f4c3c","f4c3d","f4c3e","f4c3f","f4c3g","f4c3h","f2b36a","f2b36b","f2b36c","f2b36d","f2b36e","f2b36f","f2b36g","f2b36h","f2c3a","f2c3b","f2c3c","f2c3d","f2c3e","f2c3f","f2c3g","f2c3h","f2c3i","f2c3j","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j"
"1968",1968,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,7,2,0,3,2,7,7,3,7,7,3,7,3,7,3,7,7,1,0,0,7,0,1,1,0,0,1,1,1,1,1,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,2,2,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,0,0,4,1,7,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,3,0,0,0,5,0
"1969",1969,0,0,0,0,0,0,0,2,0,0,0,0,201,201,202,-5,-5,-5,-5,-5,-5,7,7,7,7,5,5,5,7,7,0,1,7,7,2,7,7,3,4,1,4,7,7,0,1,7,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,7,7,0,7,5,7,7,3,0,1,7,7,3,5,5,4,6,5,3,6,3,3,7,7,0,7,3,7,2,3,7,3,0,2,1,2,201,205,205,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,202,-5,201,-5,-5,201,-5,-5
"1970",1970,2,3,0,3,0,2,2,3,3,0,0,1,202,202,202,202,202,201,201,201,201,7,7,7,4,4,7,3,7,7,7,0,0,4,2,7,7,7,5,5,0,6,7,7,0,0,3,5,7,7,7,5,5,6,4,7,1,1,7,7,7,7,7,5,7,5,5,6,7,2,1,7,7,7,4,2,5,7,4,2,7,4,3,6,4,7,5,3,4,5,5,5,5,7,7,3,5,7,5,5,5,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,202,201,201,201,201,201,201,201,201
"1971",1971,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,7,7,7,-6,4,7,7,7,7,7,7,7,7,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1972",1972,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,2,7,7,7,7,7,2,7,7,7,2,0,7,7,7,7,7,1,0,7,-2,3,3,-2,-2,-2,-2,3,3,3,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,1,0,0,1,1
"1973",1973,0,0,0,0,0,0,0,0,0,1,0,0,201,201,202,-5,-5,-5,-5,-5,-6,7,7,7,7,7,5,5,7,7,4,1,1,2,-2,4,4,0,-2,-2,-2,-2,-2,2,1,0,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,2,3,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1974",1974,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,201,204,202,-5,-5,-5,-5,-5,-6,0,7,7,7,2,1,1,4,7,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1975",1975,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1976",1976,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1977",1977,0,0,0,7,3,3,0,7,7,7,3,3,7,7,7,7,7,2,7,7,2,7,7,7,3,3,7,3,7,7,0,0,0,7,2,5,7,2,1,5,0,5,3,0,0,0,5,6,7,7,7,6,7,7,7,7,2,3,0,2,6,7,7,7,4,7,7,7,7,2,3,0,7,-9,-9,-9,-9,-9,-9,-9,-9,3,7,2,4,7,1,2,3,4,7,5,0,7,0,4,2,7,7,7,7,7,1,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,2,2,2,2,2,2
"1978",1978,2,0,0,0,0,2,0,0,2,0,0,0,7,3,4,4,4,2,7,7,7,3,7,7,7,7,7,7,4,7,3,0,0,7,7,7,7,5,4,5,7,7,7,2,0,7,7,4,7,7,3,1,4,2,3,3,7,1,0,7,2,7,7,1,1,2,2,6,4,7,1,0,3,4,5,5,7,7,4,2,7,1,3,1,2,3,2,1,5,5,5,5,5,5,3,1,5,6,5,5,5,2,6,7,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,7,2,7,7,7,0
"1979",1979,0,0,0,0,0,0,0,3,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,7,7,7,7,1,0,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,3,7,1,2,1,3,3,7,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1980",1980,0,0,0,0,0,0,0,0,0,0,0,0,201,201,202,202,201,203,201,201,201,7,7,7,7,0,7,7,0,7,7,1,0,7,7,7,7,7,0,7,7,7,7,1,1,0,3,7,7,7,7,7,3,7,3,7,2,1,7,5,7,7,7,7,7,7,7,7,7,1,1,7,7,7,1,7,7,7,7,2,5,3,4,5,0,7,7,3,7,7,6,2,2,7,7,3,7,201,201,205,205,201,202,201,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,202,201,201,201,203,201,202,201,202
"1981",1981,2,4,0,7,1,3,7,6,4,1,3,4,201,201,201,-5,-5,-5,-5,-5,-5,4,7,7,7,7,7,7,7,7,2,1,7,7,1,7,7,2,1,1,1,1,7,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,7,7,7,5,7,5,7,7,5,3,5,7,0,0,0,2,0,2,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,202,-5,202,-5,-5,201,-5,-5
"1982",1982,0,0,1,3,1,0,0,0,4,1,0,0,201,201,201,-5,-5,-5,-5,-5,-5,7,7,7,7,7,4,5,7,7,5,3,7,7,3,7,7,7,3,3,2,0,7,7,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,7,7,3,0,3,0,7,7,2,3,7,7,3,1,0,2,3,7,3,2,2,2,2,4,7,5,5,4,7,5,5,5,7,5,5,7,201,203,202,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,202,-5,201,-5,-5,201,-5,-5
"1983",1983,0,1,3,3,3,3,0,3,0,0,3,2,3,4,2,2,3,1,5,5,2,4,7,7,2,6,5,5,5,2,0,3,0,7,5,7,7,0,5,4,4,5,3,1,2,0,0,7,7,7,5,5,5,5,5,7,0,4,7,5,3,4,7,3,4,4,4,5,4,0,3,4,3,2,1,2,3,2,2,3,2,3,1,1,3,3,0,3,3,7,5,5,5,7,0,0,7,3,7,0,0,6,1,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,1,2,0,2,2,5,2,3
"1984",1984,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,7,2,2,7,7,7,7,0,4,7,7,7,7,4,4,2,7,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0
"1985",1985,0,0,0,4,0,7,4,0,0,7,7,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,7,7,7,3,4,2,6,7,7,5,5,6,0,2,4,0,0,0,0,2,2,0,2,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,4,3,7,5,4,7,3,5,3,0,7,5,3,5,7,5,3,2,5,5,3,5,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1986",1986,3,4,0,4,0,4,4,4,2,0,0,0,201,202,202,-5,-5,-5,-5,-5,-5,3,7,7,4,2,3,2,3,3,1,2,0,4,-2,-2,7,-2,3,-2,-2,-2,-2,3,3,0,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2,-2,-2,5,7,4,4,6,7,7,7,7,7,4,5,7,4,-2,-2,1,1,1,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-5,204,-5,201,-5,-5,202,-5,-5
"1987",1987,1,0,2,0,0,7,0,0,1,4,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1988",1988,1,0,1,2,1,0,0,0,0,0,1,0,4,7,3,3,5,4,7,7,5,7,7,7,1,4,4,7,7,3,1,5,5,7,3,7,7,3,2,3,7,7,2,1,5,5,2,7,7,7,4,7,5,7,6,7,5,4,4,7,5,7,7,7,7,5,5,7,7,7,3,7,3,1,1,1,1,1,1,0,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,6,3,3,5,5,3,7,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,4,4,6,4,7,7,7,3
"1989",1989,0,5,0,1,0,3,0,0,0,0,0,5,5,5,4,0,7,2,7,7,5,6,7,6,4,4,6,6,5,4,0,1,1,7,2,6,6,2,3,5,5,3,3,0,1,1,4,6,6,5,5,5,5,4,1,5,1,2,5,5,2,6,3,4,1,2,3,1,3,0,1,5,3,0,3,3,3,5,5,5,5,1,2,1,1,4,4,4,2,4,1,2,1,4,3,4,3,7,1,0,0,1,1,7,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,5,2,6,3,7,1
"1990",1990,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,7,4,2,7,1,7,7,-6,4,7,7,2,7,3,3,7,7,1,0,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1991",1991,0,0,0,0,0,7,0,7,-3,0,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,7,7,7,5,7,7,4,7,3,2,0,7,0,7,-2,7,7,5,5,0,7,0,2,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,3,0,0,7,3,2,4,2,1,1,4,4,5,1,2,3,2,2,2,5,2,1,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1992",1992,0,0,0,0,0,0,1,0,0,1,0,0,205,205,205,-5,-5,-5,-5,-5,-5,7,7,7,7,7,3,6,6,7,1,2,7,7,7,7,7,3,7,3,7,7,7,2,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,7,7,7,7,7,0,6,7,2,2,7,7,7,7,7,7,7,7,7,7,7,0,3,7,6,3,5,7,-2,7,-2,7,-2,7,6,7,201,202,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,204,-5,201,-5,-5,201,-5,-5
"1993",1993,0,0,0,6,0,0,0,0,0,3,0,0,7,7,7,1,5,3,7,7,-6,7,7,7,7,7,7,1,7,7,1,1,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,0,2,2,0,2,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1994",1994,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,7,7,7,-6,7,7,7,2,7,7,7,7,7,3,1,2,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1995",1995,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,3,3,7,1,7,7,-6,1,7,7,3,0,5,0,7,6,2,1,7,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1996",1996,3,5,2,1,4,7,4,7,3,2,0,3,7,7,7,7,7,2,7,7,7,7,7,7,1,1,7,7,7,1,7,0,0,7,1,3,2,0,1,0,0,3,0,0,0,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,4,4,4,7,2,7,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,7,2,2,7,7,2
"1997",1997,3,0,0,1,2,3,7,0,0,0,0,2,7,7,2,2,7,4,7,7,3,7,7,7,5,3,4,4,3,7,4,2,3,7,4,7,7,3,3,4,3,3,7,4,2,3,3,7,7,7,-2,4,5,6,7,7,5,4,7,7,7,7,7,3,3,4,4,2,7,0,2,7,7,3,2,2,2,5,2,1,2,5,2,2,1,4,5,2,5,3,2,2,0,3,1,3,1,4,7,0,0,7,5,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,0,0,4,2,3,3,7,3
"1998",1998,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,1,7,7,7,7,7,7,1,7,7,7,3,7,1,1,7,7,3,7,7,1,3,3,3,2,7,1,1,3,7,7,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,7,7,1,1,3,7,1,1,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,0,0,2,1,7,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,7,7,1,7,7,7,7
"1999",1999,0,0,0,3,0,1,0,1,0,0,0,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2000",2000,1,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,7,1,7,7,0,7,7,7,7,7,7,7,3,7,2,1,7,7,2,7,7,2,1,3,1,0,1,4,1,0,3,7,7,7,7,7,6,6,7,7,3,2,0,7,7,7,7,4,5,2,2,7,7,7,2,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,0,0,0,1,2,7,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,0,0,1,0,2,7,2
"2001",2001,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,0,0,0,7,-2,7,7,5,0,7,7,7,0,7,7,7,7,0,2,7,7,0,7,7,7,7,0,7,7,7,0,2,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,2,5,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,3,5,0,5,5,7,4
"2002",2002,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,2,7,7,4,5,7,7,4,5,4,4,5,7,3,2,7,7,3,7,7,2,3,2,2,1,3,3,2,4,5,-2,7,7,0,4,2,2,0,-2,2,-2,3,7,5,7,7,0,4,0,0,0,-2,1,0,5,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,0,0,0,0,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,0,2,2,0,5,7,7
"2003",2003,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,2,7,7,7,7,7,7,7,7,2,2,7,7,1,0,7,7,7,7,7,7,-2,-2,7,7,-2,0,0,7,7,7,7,7,7,7,-2,7,7,7,-2,-2,5,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,1,5,5,5,2,5,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,0,0,7,7,7,7,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,5,0,7,2,7,7,7,2
"2004",2004,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,4,7,7,7,7,7,7,7,4,4,7,7,7,3,3,3,7,7,7,7,7,3,3,3,7,7,5,7,2,7,7,7,7,7,7,7,7,3,7,7,7,2,7,3,2,7,7,7,7,7,2,7,7,7,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,3,7,7,7,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,7,7,7,4,0,7,7,7
"2005",2005,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,7,1,7,7,7,2,7,7,2,1,7,2,2,3,2,2,0,7,2,7,7,1,1,1,1,0,2,2,2,2,2,4,7,7,7,7,7,4,3,7,2,3,7,7,2,7,7,5,7,2,2,4,7,1,2,3,7,2,2,1,1,2,2,2,7,1,2,2,2,7,2,2,5,4,5,5,3,7,5,3,3,5,7,0,0,3,1,7,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,0,0,7,1,0,2,7,3
"2006",2006,0,0,0,0,0,0,0,0,0,0,0,0,201,201,202,-5,-5,-5,-5,-5,-5,3,7,7,3,2,5,5,4,6,1,2,3,7,1,7,7,2,1,2,2,1,4,1,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,7,7,5,4,4,4,4,4,7,5,5,4,0,0,2,0,3,3,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,204,-5,202,-5,-5,203,-5,-5
"2007",2007,0,2,0,0,0,7,0,0,0,0,0,0,7,2,1,7,2,7,7,7,-6,7,7,7,7,7,2,2,7,7,2,0,1,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2008",2008,0,2,1,0,1,0,0,0,0,0,0,0,7,5,2,0,5,0,7,5,5,4,7,7,4,3,6,0,1,7,0,1,1,7,1,7,7,2,1,1,0,1,7,0,1,1,5,7,7,7,5,6,7,3,7,7,0,1,1,7,5,7,7,4,5,7,2,7,7,0,1,2,5,0,2,0,0,-2,1,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,4,6,6,7,0,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,0,2,0,5,6,7,2
